Event,Average Age
"Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's Sprint, Cross Country Skiing Men's Team Sprint",29.0
"Shooting Men's Air Pistol, 10 metres, Shooting Men's Rapid-Fire Pistol, 25 metres, Shooting Mixed Rapid-Fire Pistol, 25 metres",29.0
"Fencing Men's Sabre, Individual, Fencing Men's Sabre, Team, Gymnastics Men's Team All-Around",29.0
"Canoeing Men's Kayak Doubles, 1,000 metres, Canoeing Men's Kayak Doubles, 10,000 metres, Canoeing Men's Kayak Singles, 10,000 metres",29.0
"Wrestling Men's Heavyweight, Freestyle, Wrestling Men's Middleweight, Greco-Roman",29.0
"Athletics Men's 10,000 metres, Athletics Men's 110 metres Hurdles, Athletics Men's Marathon, Hockey Men's Hockey",29.0
"Cross Country Skiing Men's 10 kilometres, Cross Country Skiing Men's 50 kilometres",29.0
"Shooting Men's Air Rifle, 10 metres, Shooting Men's Small-Bore Rifle, Three Positions, 50 metres, Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",29.0
"Athletics Men's 4 x 100 metres Relay, Bobsleigh Men's Four, Bobsleigh Men's Two",29.0
"Football Men's Football, Hockey Men's Hockey",29.0
"Canoeing Men's Kayak Singles, 10,000 metres",29.0
"Shooting Men's Air Rifle, 10 metres, Shooting Men's Small-Bore Rifle, Prone, 50 metres, Shooting Men's Small-Bore Rifle, Three Positions, 50 metres, Shooting Mixed Small-Bore Rifle, Prone, 50 metres",29.0
"Athletics Women's Discus Throw, Athletics Women's Javelin Throw, Athletics Women's Shot Put",29.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's Team Sprint",29.0
"Speed Skating Women's 1,000 metres, Speed Skating Women's 3,000 metres, Speed Skating Women's 500 metres",29.0
"Rowing Men's Coxless Fours, Rowing Men's Lightweight Double Sculls",29.0
"Cycling Women's Road Race, Individual, Cycling Women's Team Pursuit",29.0
Sailing Mixed Multihull,28.97
Bobsleigh Men's Two,28.92
"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",28.85
"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",28.83
"Sailing Mixed Three Person Keelboat, Sailing Mixed Two Person Keelboat",28.76
"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Shooting Mixed Small-Bore Rifle, Prone, 50 metres, Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",28.67
"Fencing Men's Sabre, Team, Fencing Men's epee, Individual, Fencing Men's epee, Team",28.67
"Shooting Men's Free Rifle, Three Positions, 300 metres, Shooting Men's Small-Bore Rifle, Prone, 50 metres, Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",28.65
"Shooting Men's Air Pistol, 10 metres, Shooting Men's Free Pistol, 50 metres, Shooting Mixed Free Pistol, 50 metres",28.6
Beach Volleyball Men's Beach Volleyball,28.58
"Equestrianism Mixed Jumping, Team",28.57
"Fencing Men's Foil, Team, Fencing Men's epee, Team",28.57
"Shooting Men's Trap, Shooting Mixed Trap",28.51
"Sailing Mixed One Person Dinghy, Sailing Mixed Three Person Keelboat, Sailing Mixed Two Person Heavyweight Dinghy",28.5
"Biathlon Women's 3 x 7.5 kilometres Relay, Biathlon Women's 7.5 kilometres Sprint",28.5
"Biathlon Men's 20 kilometres, Cross Country Skiing Men's 30 kilometres",28.5
"Nordic Combined Men's Normal Hill / 10 km, Individual",28.5
"Equestrianism Men's Three-Day Event, Individual, Equestrianism Men's Three-Day Event, Team, Equestrianism Mixed Three-Day Event, Individual, Equestrianism Mixed Three-Day Event, Team",28.41
"Tennis Men's Doubles, Tennis Mixed Doubles",28.38
Shooting Women's Skeet,28.36
"Sailing Men's Two Person Keelboat, Sailing Mixed One Person Dinghy",28.33
"Shooting Men's Free Rifle, Three Positions, 300 metres, Shooting Men's Small-Bore Rifle, Prone, 50 metres",28.33
"Athletics Men's 10 mile Walk, Athletics Men's 3,500 metres Walk",28.33
Sailing Women's Three Person Keelboat,28.3
"Shooting Women's Air Pistol, 10 metres, Shooting Women's Sporting Pistol, 25 metres",28.29
Athletics Men's 10 kilometres Walk,28.28
Sailing Mixed Two Person Heavyweight Dinghy,28.25
"Shooting Mixed Free Rifle, Three Positions, 300 metres",28.25
"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Shooting Men's Small-Bore Rifle, Three Positions, 50 metres, Shooting Mixed Small-Bore Rifle, Prone, 50 metres",28.2
"Shooting Men's Air Rifle, 10 metres, Shooting Men's Small-Bore Rifle, Prone, 50 metres",28.18
"Canoeing Men's Canadian Doubles, 1,000 metres, Canoeing Men's Canadian Doubles, 10,000 metres",28.14
"Shooting Men's Air Pistol, 10 metres, Shooting Men's Free Pistol, 50 metres, Shooting Men's Rapid-Fire Pistol, 25 metres",28.12
"Shooting Men's Air Pistol, 10 metres",28.05
Athletics Men's Marathon,28.05
"Gymnastics Men's Floor Exercise, Gymnastics Men's Rings",28.0
"Athletics Men's 4 x 400 metres Relay, Athletics Men's Decathlon, Judo Men's Heavyweight",28.0
"Sailing Women's Skiff, Sailing Women's Three Person Keelboat",28.0
"Biathlon Women's 10 kilometres Pursuit, Biathlon Women's 12.5 kilometres Mass Start, Biathlon Women's 15 kilometres, Biathlon Women's 4 x 6 kilometres Relay, Biathlon Women's 7.5 kilometres Sprint, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 5/5 kilometres Pursuit, Cross Country Skiing Women's Sprint",28.0
"Gymnastics Men's Horse Vault, Gymnastics Men's Individual All-Around, Gymnastics Men's Rings, Gymnastics Men's Team All-Around",28.0
"Athletics Men's 56-pound Weight Throw, Athletics Men's Discus Throw, Athletics Men's Discus Throw, Both Hands, Athletics Men's Hammer Throw",28.0
"Handball Men's Handball, Judo Men's Half-Heavyweight",28.0
"Boxing Men's Welterweight, Weightlifting Men's Featherweight",28.0
"Speed Skating Men's 10,000 metres, Speed Skating Men's 5,000 metres, Speed Skating Men's 500 metres",28.0
"Alpine Skiing Women's Combined, Alpine Skiing Women's Downhill, Alpine Skiing Women's Slalom",28.0
Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,28.0
"Hockey Men's Hockey, Shooting Mixed Skeet",28.0
"Football Men's Football, Wrestling Women's Flyweight, Freestyle",28.0
"Shooting Men's Double Trap, Shooting Men's Trap, Shooting Mixed Trap",28.0
"Athletics Men's 10,000 metres, Athletics Men's 3,000 metres Steeplechase, Athletics Men's 3,000 metres, Team, Athletics Men's 5,000 metres, Athletics Men's Cross-Country, Individual, Athletics Men's Cross-Country, Team",28.0
"Shooting Men's Free Pistol, 50 metres, Shooting Men's Free Rifle, 400, 600 and 800 metres, Team, Shooting Men's Free Rifle, Prone, 600 metres, Shooting Men's Rapid-Fire Pistol, 25 metres, Shooting Men's Small-Bore Rifle, Prone, 50 metres, Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",28.0
"Shooting Men's Free Pistol, 50 metres, Shooting Men's Rapid-Fire Pistol, 25 metres, Shooting Mixed Free Pistol, 50 metres",28.0
"Athletics Women's High Jump, Athletics Women's Javelin Throw, Athletics Women's Long Jump",28.0
"Football Men's Football, Handball Men's Handball",28.0
"Snowboarding Women's Giant Slalom, Snowboarding Women's Halfpipe",28.0
"Canoeing Women's Kayak Doubles, 500 metres, Canoeing Women's Kayak Fours, 500 metres, Cycling Women's Road Race, Individual",28.0
"Fencing Men's epee, Individual, Fencing Men's epee, Team, Handball Men's Handball",28.0
"Fencing Men's Sabre, Team, Fencing Men's epee, Team",28.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 30 kilometres",28.0
"Hockey Men's Hockey, Wrestling Men's Featherweight, Freestyle, Wrestling Men's Featherweight, Greco-Roman",28.0
"Swimming Men's 100 metres Breaststroke, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Breaststroke, Swimming Men's 50 metres Freestyle",28.0
"Athletics Women's 1,500 metres, Athletics Women's 10,000 metres, Athletics Women's 3,000 metres",28.0
"Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's Sprint",28.0
"Sailing Men's Two Person Keelboat, Sailing Mixed Three Person Keelboat",28.0
"Bobsleigh Men's Two, Hockey Men's Hockey",28.0
"Boxing Men's Light-Flyweight, Boxing Men's Lightweight",28.0
"Sailing Men's One Person Dinghy, Sailing Mixed One Person Dinghy, Sailing Mixed Three Person Keelboat",28.0
"Canoeing Men's Kayak Doubles, 10,000 metres, Canoeing Men's Kayak Relay 4 x 500 metres",28.0
"Cycling Men's 1,000 metres Time Trial, Cycling Men's Individual Pursuit, 4,000 metres, Cycling Men's Road Race, Individual, Cycling Men's Sprint",28.0
"Athletics Women's 200 metres, Athletics Women's 4 x 100 metres Relay, Handball Women's Handball",28.0
"Tennis Men's Singles, Covered Courts",28.0
"Athletics Men's Long Jump, Bobsleigh Men's Four",28.0
"Cross Country Skiing Women's 20 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres",28.0
"Art Competitions Mixed Sculpturing, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 50 kilometres, Gymnastics Men's Individual All-Around",28.0
"Athletics Men's Marathon, Fencing Men's Sabre, Individual, Fencing Men's Sabre, Team",28.0
"Athletics Men's 1,500 metres, Athletics Men's 10,000 metres, Athletics Men's 3,000 metres Steeplechase, Athletics Men's 5,000 metres, Athletics Men's Marathon",28.0
"Rowing Men's Coxed Fours, Rowing Men's Coxed Pairs, Shooting Men's Small-Bore Rifle, Prone, 50 metres",28.0
"Bobsleigh Men's Four, Ice Hockey Men's Ice Hockey",28.0
"Rowing Men's Coxed Eights, Weightlifting Men's Middleweight",28.0
"Canoeing Men's Kayak Doubles, 1,000 metres, Canoeing Men's Kayak Relay 4 x 500 metres, Canoeing Men's Kayak Singles, 1,000 metres, Canoeing Men's Kayak Singles, 10,000 metres",28.0
"Athletics Men's Discus Throw, Athletics Men's Shot Put, Bobsleigh Men's Four, Bobsleigh Men's Two",28.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 5/5 kilometres Pursuit",28.0
"Sailing Mixed 5.5 metres, Sailing Mixed Two Person Heavyweight Dinghy",28.0
"Athletics Men's Discus Throw, Athletics Men's Javelin Throw, Athletics Men's Javelin Throw, Both Hands, Athletics Men's Javelin Throw, Freestyle",28.0
"Sailing Mixed 6 metres, Sailing Mixed Two Person Keelboat",28.0
Lacrosse Men's Lacrosse,28.0
"Bobsleigh Men's Four, Bobsleigh Men's Two, Gymnastics Men's Floor Exercise, Gymnastics Men's Horizontal Bar, Gymnastics Men's Horse Vault, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse, Gymnastics Men's Rings, Gymnastics Men's Team All-Around, Volleyball Men's Volleyball",28.0
"Judo Men's Half-Heavyweight, Swimming Men's 200 metres Backstroke, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 200 metres Freestyle Relay",28.0
"Athletics Men's Decathlon, Canoeing Men's Canadian Singles, 500 metres, Canoeing Men's Kayak Doubles, 1,000 metres, Canoeing Men's Kayak Fours, 1,000 metres, Canoeing Men's Kayak Singles, 1,000 metres, Canoeing Men's Kayak Singles, 500 metres",28.0
"Biathlon Women's 15 kilometres, Biathlon Women's 7.5 kilometres Sprint, Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's Sprint, Cycling Women's Mountainbike, Cross-Country",28.0
"Ice Hockey Men's Ice Hockey, Wrestling Men's Featherweight, Greco-Roman, Wrestling Men's Lightweight, Greco-Roman",28.0
"Cycling Men's Team Pursuit, 4,000 metres, Speed Skating Men's 10,000 metres, Speed Skating Men's 5,000 metres",28.0
"Athletics Men's 200 metres, Athletics Men's 4 x 400 metres Relay, Bobsleigh Men's Four",28.0
"Equestrianism Men's Jumping, Individual, Equestrianism Men's Jumping, Team, Equestrianism Men's Three-Day Event, Individual, Equestrianism Men's Three-Day Event, Team",28.0
Speed Skating Men's Team Pursuit (8 laps),28.0
"Beach Volleyball Women's Beach Volleyball, Cycling Women's Team Pursuit",28.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 30 kilometres",28.0
"Badminton Mixed Doubles, Badminton Women's Doubles, Hockey Men's Hockey",28.0
"Athletics Men's 100 metres, Athletics Men's 4 x 100 metres Relay, Athletics Men's Standing High Jump",28.0
"Athletics Men's 100 metres, Fencing Men's Sabre, Individual, Fencing Men's Sabre, Team",28.0
"Fencing Men's Foil, Team, Fencing Men's Sabre, Individual, Fencing Men's Sabre, Team, Fencing Men's epee, Team",28.0
"Athletics Women's Shot Put, Weightlifting Women's Heavyweight",28.0
"Athletics Men's 110 metres Hurdles, Athletics Men's Pentathlon",28.0
"Canoeing Men's Canadian Doubles, 10,000 metres",28.0
"Basketball Men's Basketball, Boxing Men's Welterweight, Table Tennis Women's Doubles, Table Tennis Women's Singles",28.0
"Fencing Men's Sabre, Individual, Fencing Men's epee, Individual, Fencing Men's epee, Team",28.0
"Basketball Men's Basketball, Canoeing Men's Kayak Doubles, 1,000 metres, Canoeing Men's Kayak Fours, 1,000 metres",28.0
"Equestrianism Men's Three-Day Event, Individual, Equestrianism Men's Three-Day Event, Team, Equestrianism Mixed Jumping, Individual",28.0
"Basketball Men's Basketball, Shooting Men's Air Rifle, 10 metres, Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",28.0
"Athletics Men's 100 metres, Athletics Men's 200 metres, Athletics Men's 400 metres, Athletics Men's 60 metres",28.0
"Fencing Men's Sabre, Masters, Individual",28.0
Sailing Mixed One Person Dinghy,27.97
Freestyle Skiing Men's Ski Cross,27.96
Athletics Men's 50 kilometres Walk,27.9
"Sailing Mixed One Person Dinghy, Sailing Mixed Two Person Keelboat",27.89
"Sailing Women's Three Person Keelboat, Sailing Women's Two Person Dinghy",27.83
"Sailing Men's One Person Dinghy, Sailing Mixed Three Person Keelboat",27.75
"Sailing Mixed One Person Dinghy, Sailing Mixed Two Person Heavyweight Dinghy",27.67
Sailing Mixed Skiff,27.63
"Shooting Women's Air Pistol, 10 metres",27.51
"Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's Sprint",27.5
"Sailing Mixed One Person Dinghy, Sailing Mixed Skiff",27.5
"Weightlifting Women's Heavyweight, Weightlifting Women's Middleweight",27.5
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 20 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay",27.5
"Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's Sprint",27.5
Shooting Women's Double Trap,27.42
"Sailing Men's Two Person Keelboat, Sailing Mixed Two Person Keelboat",27.42
"Sailing Mixed 5.5 metres, Sailing Mixed Three Person Keelboat, Sailing Mixed Two Person Keelboat",27.4
"Shooting Mixed Free Pistol, 50 metres, Shooting Mixed Rapid-Fire Pistol, 25 metres",27.33
"Shooting Mixed Free Rifle, Three Positions, 300 metres, Shooting Mixed Small-Bore Rifle, Prone, 50 metres, Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",27.33
"Shooting Mixed Free Rifle, Three Positions, 300 metres, Shooting Mixed Small-Bore Rifle, Prone, 50 metres",27.25
"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres, Shooting Mixed Small-Bore Rifle, Prone, 50 metres",27.25
Boxing Women's Flyweight,27.22
"Shooting Men's Air Pistol, 10 metres, Shooting Men's Rapid-Fire Pistol, 25 metres",27.17
Golf Women's Individual,27.11
Beach Volleyball Women's Beach Volleyball,27.06
"Handball Men's Handball, Judo Men's Lightweight",27.0
"Biathlon Women's 15 kilometres, Biathlon Women's 3 x 7.5 kilometres Relay, Biathlon Women's 4 x 7.5 kilometres Relay",27.0
"Basketball Women's Basketball, Handball Women's Handball",27.0
"Sailing Mixed Multihull, Sailing Women's One Person Dinghy, Sailing Women's Two Person Dinghy",27.0
Cross Country Skiing Men's 50 kilometres,27.0
"Athletics Men's 5 mile, Athletics Men's Marathon",27.0
"Sailing Mixed Two Person Keelboat, Shooting Mixed Small-Bore Rifle, Prone, 50 metres",27.0
"Rhythmic Gymnastics Women's Group, Water Polo Men's Water Polo",27.0
"Hockey Men's Hockey, Modern Pentathlon Men's Individual, Modern Pentathlon Men's Team",27.0
"Weightlifting Women's Heavyweight, Weightlifting Women's Light-Heavyweight, Weightlifting Women's Super-Heavyweight",27.0
"Volleyball Men's Volleyball, Water Polo Men's Water Polo",27.0
"Basketball Men's Basketball, Modern Pentathlon Men's Individual, Modern Pentathlon Men's Team, Rowing Men's Coxed Eights",27.0
"Basketball Men's Basketball, Boxing Men's Light-Middleweight",27.0
"Hockey Women's Hockey, Judo Women's Extra-Lightweight",27.0
"Cycling Men's Road Race, Individual, Cycling Men's Road Race, Team, Water Polo Men's Water Polo",27.0
"Canoeing Men's Kayak Fours, 1,000 metres, Canoeing Men's Kayak Relay 4 x 500 metres, Canoeing Men's Kayak Singles, 1,000 metres",27.0
"Athletics Women's 4 x 400 metres Relay, Athletics Women's Heptathlon",27.0
"Athletics Men's 1,500 metres, Athletics Men's 3,000 metres Steeplechase, Athletics Men's 800 metres, Athletics Men's Marathon",27.0
"Gymnastics Men's Horizontal Bar, Gymnastics Men's Parallel Bars",27.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 50 metres Freestyle",27.0
"Athletics Men's 2,500 metres Steeplechase, Athletics Men's 4,000 metres Steeplechase, Athletics Men's 400 metres Hurdles",27.0
"Biathlon Women's 10 kilometres Pursuit, Biathlon Women's 15 kilometres, Biathlon Women's 4 x 6 kilometres Relay, Biathlon Women's 7.5 kilometres Sprint, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 5 kilometres, Cross Country Skiing Women's 5/10 kilometres Pursuit",27.0
"Canoeing Men's Kayak Doubles, 1,000 metres, Canoeing Men's Kayak Fours, 1,000 metres, Handball Men's Handball",27.0
"Judo Women's Middleweight, Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 400 metres Freestyle",27.0
"Gymnastics Men's Rings, Gymnastics Men's Team All-Around",27.0
"Wrestling Men's Middleweight A, Greco-Roman",27.0
"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Shooting Men's Small-Bore Rifle, Three Positions, 50 metres, Shooting Mixed Free Rifle, Three Positions, 300 metres, Shooting Mixed Small-Bore Rifle, Prone, 50 metres",27.0
"Canoeing Men's Kayak Doubles, 1,000 metres, Canoeing Men's Kayak Doubles, 500 metres, Canoeing Men's Kayak Fours, 1,000 metres, Volleyball Men's Volleyball",27.0
